"","random_sample1","random_sample2","random_sample3","random_sample4","random_sample5","random_sample6","random_sample7","random_sample8","random_sample9","random_sample10"
"SCOC",5530,7497,7001,4872,7884,8665,5653,7248,4576,6049
"MGST2",3453,3752,3751,3250,2410,4449,2300,4400,3543,3400
"MAML3",373,620,573,1731,807,688,407,981,725,1632
"RNF150",91,87,406,80,281,153,135,250,141,626
"GAB1",556,253,665,744,313,1295,629,314,752,961
"FREM3",0,0,1,0,0,0,0,113,1,1
"SMARCA5",6483,5266,5205,10169,4876,6879,4811,7842,6285,6998
"HHIP",21,4,2,19,0,8,15,0,36,23
"ANAPC10",1276,1261,1021,1263,1031,977,1056,1282,1255,1261
"SMAD1",4288,1541,2482,3823,2366,3101,2885,4713,2324,2760
"SLC10A7",95,1096,138,365,101,498,237,395,285,606
"NR3C2",344,688,416,548,291,391,505,518,603,376
"LRBA",1538,2126,2727,2134,1426,2046,1803,2161,2947,2214
"DCLK2",86,65,152,56,61,12,213,80,254,122
"FAM160A1",34,260,287,251,57,61,11,2,102,210
"ARFIP1",2719,3257,2273,1755,2029,2631,2030,2454,2336,2264
"FBXW7",2286,1898,1645,988,2864,2400,2832,1362,3261,2108
"FHDC1",200,341,209,223,397,213,427,424,313,324
"MND1",0,2,1,19,1,13,26,0,5,39
"KIAA0922",1101,2231,960,928,527,450,1073,865,1421,1168
"RNF175",16,10,10,7,0,5,20,5,3,6
"RBM46",0,0,10,8,16,0,0,0,0,26
"GUCY1A3",2620,3781,3572,2097,3579,4154,2749,1707,4093,3110
"ASIC5",0,0,0,0,0,0,0,0,0,0
"GLRB",912,1824,2487,1613,917,1107,2016,2295,1100,1454
"PDGFC",110,173,509,181,473,360,188,32,355,347
"GRIA2",1738,1394,1620,720,798,981,1204,863,1048,357
"RXFP1",0,0,0,0,0,0,0,428,107,214
"C4orf45",0,0,0,0,0,5,0,0,0,0
"FNIP2",3970,1410,1729,3591,1879,4076,3490,3542,2058,1978
"MIR5684",0,0,0,0,0,0,0,0,0,0
"CPE",52527,44136,59568,23474,43447,48456,48599,43012,48509,44126
"KLHL2",171,969,890,448,522,229,621,405,766,686
"GK3P",0,24,3,0,1,4,1,1,9,0
"APELA",0,0,0,0,0,0,0,0,0,1
"TLL1",0,21,154,176,44,0,0,88,21,0
"PALLD",3693,6406,4551,5547,5059,2625,5499,3852,6683,4479
"ANXA10",79,721,575,834,1216,722,347,73,421,442
"DDX60",299,301,625,623,577,171,304,290,322,340
"DDX60L",1935,676,583,2594,1358,2456,2996,2221,1857,509
"NEK1",1220,1336,1111,1446,1601,1036,1994,1199,1904,1114
"SH3RF1",813,1840,1189,1965,2169,1269,2039,547,1315,2411
"C4orf27",1653,1864,1423,855,2352,1917,1782,2458,2090,2637
"GALNT7",931,3110,1418,4038,604,618,700,1501,1239,1673
"HAND2-AS1",0,0,3,0,29,1,11,0,1,28
"ADAM29",0,0,0,0,0,0,0,0,0,0
"CEP44",548,996,757,174,556,310,291,542,185,297
"GLRA3",359,380,0,0,271,425,193,38,205,79
"WDR17",307,46,382,62,250,328,93,388,303,676
"GPM6A",3564,925,1599,633,502,1087,1145,599,103,728
"LINC01098",16,0,0,0,0,24,0,24,0,0
"LINC01099",299,231,268,306,84,418,129,903,376,373
"LINC00290",0,75,75,0,0,0,0,0,0,0
"WWC2",557,301,479,237,178,537,255,195,354,727
"LOC389247",10,7,9,11,6,26,20,0,41,34
"ENPP6",1,81,0,0,1,1,2,2,0,2
"IRF2",3226,2680,2685,3987,2593,4778,3207,3705,2801,2029
"CCDC110",412,308,61,79,372,236,232,182,245,75
"ACSL1",14504,28195,12168,15730,22025,18884,35633,11255,36088,10075
"SNX25",648,399,543,725,558,837,238,859,463,518
"KIAA1430",1331,3590,2148,1534,1136,1835,890,2170,1382,1244
"FAT1",700,1192,1776,990,1170,853,1319,634,1193,2520
"KLKB1",36,268,365,88,172,163,374,59,349,126
"F11-AS1",0,8,7,4,3,7,1,0,5,2
"LOC339975",0,0,0,0,0,0,0,0,2,1
"LOC100506272",0,0,0,0,0,0,0,0,0,0
"LINC01060",203,14,11,1,0,0,37,22,41,136
"ZNF595",958,588,520,1148,302,1175,1366,1249,587,487
"ZNF876P",55,187,719,301,463,610,105,327,78,276
"ZNF732",0,1,112,2,1,102,6,1,1,80
"ZNF141",575,141,417,240,225,175,241,459,366,144
"ZNF721",948,489,632,427,1036,777,414,603,309,738
"ABCA11P",637,273,492,149,418,537,293,179,281,316
"ATP5I",17553,17972,16283,13451,12911,20809,16402,16988,17338,16845
"LOC100129917",19,68,19,4,27,54,105,61,60,69
"MFSD7",57,165,288,106,108,47,116,51,242,280
"PCGF3",1523,2364,1908,1588,2061,2285,1484,1576,1442,2214
"MYL5",244,254,250,172,347,197,481,101,189,437
"SLC26A1",13,14,64,11,12,6,73,4,43,26
"DGKQ",794,569,574,87,100,59,161,170,644,742
"FGFRL1",113,507,564,451,329,185,306,133,508,197
"TMEM175",3146,2575,2539,1300,1780,1337,2678,2259,2346,2634
"IDUA",283,882,747,571,759,364,468,482,697,1401
"TMED11P",7,0,14,31,7,1,60,3,4,3
"RNF212",86,64,95,133,11,213,137,27,130,113
"CTBP1",4573,5084,5172,2852,4555,3709,4738,3556,4159,5399
"CTBP1-AS2",114,95,395,416,280,110,395,111,421,787
"LOC100130872",103,226,71,9,186,27,136,132,115,79
"CTBP1-AS",14,13,45,11,16,11,32,5,28,22
"CRIPAK",572,77,278,166,327,161,324,538,209,366
"UVSSA",725,725,302,484,1683,911,1550,74,1682,606
"NKX1-1",0,0,0,0,0,0,0,0,0,0
"FAM53A",39,11,99,89,66,9,161,9,8,6
"FGFR3",27,276,319,251,176,56,122,105,118,310
"TACC3",11,438,271,488,108,197,61,14,199,100
"TMEM129",913,1697,2119,1102,1501,1502,1542,671,1409,2036
"C4orf48",9370,8559,9957,9679,8372,9139,8611,8786,11285,11060
"NAT8L",96,501,274,161,304,395,203,256,470,244
"SCARNA22",439,461,523,651,351,320,384,188,349,765
"NELFA",1125,977,1040,480,1021,571,930,841,966,1355
"MIR943",0,0,0,0,0,0,0,0,0,0
"MXD4",1467,1861,2196,2235,1990,1681,1773,1357,2147,2030
"HAUS3",187,498,1080,466,569,682,622,192,199,356
"MIR4800",0,0,0,0,0,0,0,0,0,0
"LOC402160",0,0,0,11,1,2,8,0,0,1
"FAM193A",584,966,790,523,859,1030,935,660,934,970
"SH3BP2",1691,772,1251,1511,772,1437,1292,1396,1156,1279
"MFSD10",2525,3353,4128,3092,2818,3210,2014,1898,4755,4657
"NOP14-AS1",223,214,248,151,204,190,146,332,226,591
"NOP14",1038,476,763,756,634,462,801,903,947,857
"HTT-AS",0,0,0,0,0,0,0,0,0,0
"MSANTD1",44,40,154,1,4,24,119,26,7,0
"HGFAC",0,0,2,0,0,0,0,0,0,0
"DOK7",18,19,55,80,12,33,50,4,48,60
"LRPAP1",26728,25196,24209,20465,16513,29637,25962,24086,26810,23702
"LINC00955",0,0,0,0,0,0,0,0,0,0
"LOC100133461",0,0,0,0,0,0,0,0,0,0
"ADRA2C",0,3,142,42,4,6,154,0,6,2
"FAM86EP",8,125,32,42,11,1,104,3,190,120
"LYAR",662,567,426,438,486,812,313,695,657,905
"TMEM128",3116,4126,3160,2006,3677,4041,2949,5163,2264,4785
"ZBTB49",14,218,288,163,498,34,138,45,75,29
"NSG1",1482,1316,832,667,1792,1756,891,3019,863,2500
"MSX1",226,29,142,110,332,51,224,135,166,246
"CYTL1",0,0,0,0,0,0,0,0,0,0
"C4orf6",0,70,4,1,1,0,9,0,5,0
"CRMP1",3528,1634,3816,1039,2341,4185,2413,4131,1886,1755
"MIR378D1",0,0,0,0,0,0,0,0,0,0
"LOC285484",559,2,41,31,13,28,128,2,106,53
"LOC93622",278,323,410,378,612,312,297,433,372,531
"MRFAP1",16136,18810,19456,15599,18758,19982,14305,14441,20742,22594
"MAN2B2",2118,1553,1899,1082,837,1193,1663,1197,1150,1986
"S100P",0,0,0,0,0,0,0,0,0,0
"MRFAP1L1",6742,6252,6761,5014,7797,8115,3575,7888,4825,8588
"BLOC1S4",705,1171,1441,794,1468,1409,896,2404,755,2640
"LOC100129931",51,17,0,17,17,52,17,69,2,17
"GRPEL1",3644,4683,4987,3773,2319,5182,2324,3832,3894,3691
"CCDC96",311,4,63,159,222,36,80,174,146,4
"TADA2B",459,451,392,489,403,168,219,506,131,484
"FLJ36777",12,6,149,132,112,87,53,86,54,83
"MIR4798",0,0,0,0,0,0,0,0,0,0
"MIR4274",0,0,0,0,0,0,0,0,0,0
"PSAPL1",0,0,0,0,0,0,0,0,0,1
"AFAP1-AS1",1,0,1,3,2,6,0,0,5,6
"SH3TC1",545,1176,861,532,880,487,1435,507,1371,2100
"HTRA3",1621,1255,2090,692,2031,1266,2016,1280,2729,1408
"TRMT44",215,250,225,26,103,87,142,30,210,689
"GPR78",0,0,1,1,2,0,0,0,1,0
"CPZ",0,7,66,1,130,57,163,3,51,66
"HMX1",0,0,0,0,1,0,0,0,0,0
"LOC650293",0,0,0,0,0,0,0,0,0,0
"USP17L11+USP17L18+USP17L20",0,0,0,0,0,0,0,0,0,0
"USP17L11+USP17L18",0,0,0,0,0,0,0,0,0,0
"USP17L11+USP17L20+USP17L22",0,0,0,0,0,0,0,0,0,0
"USP17L12+USP17L21",0,0,0,0,0,0,0,0,0,0
"USP17L10",0,0,0,0,0,0,0,0,0,0
"USP17L15",0,0,0,0,0,0,0,0,0,0
"USP17L19",0,0,0,0,0,0,0,0,0,0
"USP17L20+USP17L22",0,0,0,0,0,0,0,0,0,0
"USP17L17",0,0,0,0,0,0,0,0,0,0
"USP17L13",0,0,0,0,0,0,0,0,0,0
"USP17L24+USP17L25+USP17L26+USP17L27+USP17L28+USP17L29+USP17L30+USP17L5",0,0,0,0,0,0,0,0,0,0
"USP17L9P",0,0,0,0,0,0,0,0,0,0
"USP17L6P",0,0,0,0,0,0,0,0,0,0
"MIR548I2",0,1,1,1,0,0,0,0,0,0
"DEFB131",0,0,0,0,0,0,0,0,0,0
"DRD5",0,0,0,0,0,0,0,0,0,0
"MIR3138",0,0,0,0,0,0,0,0,0,0
"ZNF518B",1177,286,761,508,722,1032,512,577,1275,426
"MIR572",0,0,0,0,0,0,0,0,0,0
"RAB28",1181,1485,1702,376,1063,1842,912,1063,1411,963
"NKX3-2",0,0,0,0,0,0,2,0,0,0
"LINC01096",0,0,1,0,0,8,14,0,7,0
"MIR5091",0,5,2,0,0,2,2,3,2,0
"LINC01097",0,0,0,0,0,0,0,0,0,0
"BOD1L1",2279,1862,1902,1267,1748,1150,2035,1309,2000,1588
"LINC01085",0,0,0,0,0,0,0,0,0,0
"CPEB2",26,314,237,120,29,39,145,266,597,157
"C1QTNF7",1,7,7,5,12,11,7,0,6,7
"FAM200B",2585,2368,3139,1728,2773,2248,2213,2292,2078,2461
"FBXL5",2652,4124,3658,1986,3702,4210,2975,3981,4350,2982
"CD38",456,1169,4,900,1002,546,511,1817,448,1829
"FGFBP1",4,167,329,42,24,14,0,0,53,88
"FGFBP2",0,0,7,7,0,0,0,0,0,7
"TAPT1",762,701,1580,667,738,992,877,759,1051,1397
"MIR548AX",0,0,0,0,0,0,0,0,0,0
"QDPR",15087,18908,14480,7025,12630,15006,13690,11442,15627,15105
"CLRN2",0,0,0,0,0,0,0,0,0,0
"LAP3",1774,2948,3919,2110,2282,3192,1155,1698,2170,3275
"MED28",3322,2866,3936,2321,1618,4070,2553,3844,3631,3190
"DCAF16",792,381,553,597,336,898,464,721,395,669
"SLIT2-IT1",0,0,0,0,0,0,0,0,0,23
"MIR218-1",0,0,0,0,0,0,0,0,0,0
"KCNIP4-IT1",0,0,0,0,0,0,0,0,0,0
"LOC100505912",0,0,0,0,0,1,2,0,1,0
"DHX15",4316,5563,7158,5214,6273,4379,3171,5744,4010,5407
"MIR573",0,4,0,4,1,0,0,0,2,0
"SOD3",494,1265,3297,1889,1517,385,1182,326,1847,1247
"LGI2",361,29,664,107,460,159,256,143,54,303
"SEPSECS",1193,2399,444,1223,5418,2352,5153,643,5034,1402
"PI4K2B",191,451,180,339,509,141,320,328,257,229
"ANAPC4",699,1057,1116,848,867,618,197,659,255,1411
"ZCCHC4",1019,527,869,133,886,832,270,411,783,436
"SLC34A2",1,638,164,175,75,284,5,19,50,458
"SMIM20",2622,2172,3046,1524,2006,1644,1980,1685,1788,2115
"CCKAR",0,0,6,0,0,6,6,0,0,0
"MIR4275",0,0,0,0,0,0,0,0,0,0
"LOC439933",4,0,2,1,0,0,2,0,0,0
"MIR4801",0,0,0,0,0,0,0,0,0,0
"PGM2",1440,1035,824,1463,1417,907,667,1344,1457,1498
"PTTG2",64,4,77,1,64,14,3,1,1,64
"LINC01258",0,0,0,0,1,0,0,0,0,0
"TLR10",0,0,0,0,0,0,0,0,0,0
"TLR6",14,2,19,23,0,26,13,0,2,5
"TLR1",1,195,142,44,48,14,2,9,30,174
"MIR574",0,0,0,1,0,0,0,0,0,0
"TMEM156",42,0,46,42,63,0,0,63,0,63
"LIAS",987,832,484,1229,1027,524,398,912,773,919
"RPL9",343,395,493,388,345,364,444,312,540,530
"UGDH",5534,9839,5420,4957,5307,8383,7428,4864,7837,11942
"LOC401127",7,28,38,12,12,35,23,12,22,31
"LOC344967",58,45,60,30,19,73,68,64,48,102
"CHRNA9",0,0,0,0,0,0,0,0,0,0
"LOC101060498",2,2,1,9,2,5,3,2,43,5
"MIR4802",0,0,0,0,0,0,0,0,0,0
"UCHL1",11692,12128,12899,7593,13305,14237,14064,13143,9922,7379
"UCHL1-AS1",0,0,0,0,0,40,2,1,0,0
"PHOX2B",0,0,1,0,0,0,0,0,4,0
"LINC00682",0,0,0,0,0,0,0,0,0,0
"DCAF4L1",4,2,4,5,11,9,244,9,21,7
"BEND4",0,0,0,0,0,0,0,0,0,0
"SHISA3",0,0,0,0,0,0,0,0,0,0
"YIPF7",0,0,119,0,0,0,0,20,0,0
"GNPDA2",1632,1164,1440,1481,1697,966,905,1635,1066,1266
"GABRG1",0,0,0,0,0,0,0,0,0,0
"COMMD8",2236,2479,2534,1557,2256,2872,1382,1420,1936,2010
"MIR8053",0,0,0,0,0,0,0,0,0,0
"NFXL1",606,2265,1887,730,1124,814,1803,631,594,924
"NIPAL1",5,253,156,163,136,15,13,6,301,43
"ZAR1",0,0,0,0,0,0,0,0,0,0
"SLC10A4",0,0,0,24,0,0,0,0,0,0
"OCIAD1",7182,8778,10169,6422,9935,8847,6662,6100,8302,8601
"DCUN1D4",5070,3405,2895,2908,3140,4868,2967,5877,3633,3932
"SGCB",7036,5048,5918,2924,3339,5294,3068,5407,5079,6134
"LRRC66",12,0,1,4,0,0,1,5,4,10
"SNORA26",27,2,34,1,2,1,0,9,19,31
"MIR4449",0,0,0,0,2,4,0,2,2,4
"DANCR",1212,2557,3485,1637,1228,1756,1449,1201,1645,3038
"LOC152578",0,0,0,0,0,0,0,0,0,0
"ERVMER34-1",4,0,8,15,0,7,9,0,29,10
"RASL11B",0,2,35,11,4,4,9,1,11,31
"LNX1-AS1",104,0,52,1,0,0,4,0,0,0
"LNX1-AS2",0,2,23,0,2,0,12,0,6,22
"RPL21P44",1,0,132,0,1,2,2,118,1,68
"GSX2",0,0,0,0,0,0,0,0,0,0
"PDGFRA",61,127,104,28,78,126,215,3,58,31
"SRD5A3-AS1",0,0,0,0,1,0,0,0,0,1
"TMEM165",4921,4785,4308,5211,3501,6484,4579,5242,3992,3953
"PDCL2",0,0,0,0,0,0,0,0,0,0
"LOC644145",0,0,0,0,0,0,0,0,0,0
"AASDH",684,713,887,509,264,688,580,558,495,887
"PAICS",764,2320,1178,1252,1485,1802,1557,1009,1528,1615
"SRP72",3061,4409,2607,2737,3222,4239,4028,3442,3615,3318
"ARL9",2,0,4,2,0,4,0,12,0,0
"REST",2053,2442,2056,2177,1831,1379,1269,2058,1893,3191
"SPINK2",191,108,15,31,111,141,4,347,78,91
"NOA1",1801,875,2074,1362,648,1220,956,828,721,981
"POLR2B",5974,6019,6515,7452,7619,8668,6499,9815,6388,9101
"LPHN3-AS1",0,0,0,0,0,0,0,0,0,0
"EPHA5-AS1",30,8,8,0,39,10,4,4,18,4
"LOC101927237",34,145,75,33,18,55,8,36,30,14
"CENPC",1116,1532,1225,696,1947,894,1791,1221,1449,621
"STAP1",36,72,0,72,36,0,18,36,36,36
"GNRHR",172,32,120,23,62,45,38,68,25,44
"UBA6-AS1",186,413,201,482,309,254,428,190,631,490
"TMPRSS11D",0,3,2,18,1,0,4,7,3,1
"SYT14L",3,10,1,3,4,4,10,0,2,1
"TMPRSS11GP",0,0,0,0,0,0,0,0,0,0
"LOC550113",0,0,1,0,0,0,1,0,0,1
"TMPRSS11B",0,1,1,1,1,2,1,1,1,2
"UGT2B17",3,98,86,117,134,185,66,3,95,104
"UGT2B15",135,3213,2903,3592,4549,3756,2277,80,2601,2962
"UGT2B10",0,0,0,0,0,0,0,0,0,0
"UGT2A3",11,1939,746,1057,2757,1566,474,129,763,1709
"UGT2B7",26,413,52,284,27,467,152,18,480,120
"UGT2B11",42,0,21,0,0,0,0,0,0,0
"UGT2B28",0,4,2,3,1,1,2,0,0,0
"UGT2B4",696,286,672,298,304,833,505,930,233,216
"UGT2A2",0,0,0,0,0,0,0,0,0,0
"SULT1B1",4,13,1,20,7,191,4,0,17,16
"SULT1E1",0,26,0,137,274,14,0,0,24,53
"HTN3",0,0,0,0,0,0,0,0,0,0
"CSN2",0,0,0,0,0,0,94,0,0,0
"CSN1S1",0,0,0,0,0,0,0,0,0,0
"STATH",0,0,0,0,0,0,0,0,0,0
"HTN1",0,0,0,0,0,0,0,0,0,0
"PRR27",9,1,2,11,1,11,10,11,5,1
"CSN1S2AP",0,0,0,0,1,0,0,0,0,0
"CSN1S2BP",0,0,0,0,0,0,0,0,0,0
"FDCSP",0,0,0,0,0,0,0,0,0,0
"CSN3",0,0,0,0,0,0,18,0,0,0
"ODAM",1,70,83,89,154,4,39,0,37,22
"SMR3A",0,0,0,0,0,0,0,0,0,0
"CABS1",0,0,0,0,0,0,0,0,0,0
"SMR3B",0,0,0,0,0,0,0,0,0,0
"PROL1",0,0,0,0,0,0,0,0,8,0
"AMTN",0,0,0,0,0,0,0,0,0,0
"UTP3",791,596,725,1020,561,1537,1015,324,872,824
"AMBN",0,1,0,0,0,0,99,0,9,0
"ENAM",63,176,374,386,17,665,138,309,221,159
"IGJ",11,0,0,1,2,2,2,0,1,1
"RUFY3",8746,9825,8097,5372,7267,11153,7460,8907,6384,7731
"DCK",2885,3437,2254,1246,2815,2225,1297,2495,2691,1797
"ALB",3555,22626,7519,7739,1586,10535,20792,201,12124,3843
"AFM",0,3,5,1,0,36,16,0,37,0
"LOC728040",0,0,0,0,0,0,0,0,0,0
"CXCL6",35,5061,748,543,385,1025,3244,611,195,1009
"CXCL8",2818,5210,1495,7426,328,4185,3592,3731,1665,1256
"CXCL1",439,4537,1093,1236,482,1075,793,195,480,1002
"PF4V1",0,0,0,0,0,9,0,2,0,0
"PF4",0,12,0,0,0,0,3,0,16,0
"PPBP",0,0,0,0,0,0,0,0,0,0
"CXCL2",968,3156,1968,6181,304,4256,419,97,1157,2026
"CXCL3",5,1107,247,248,10,518,12,8,296,56
"PPBPP2",0,0,0,0,0,0,0,0,0,0
"CXCL5",27,433,60,172,7,33,30,93,15,3
"EPGN",1,1,0,0,1,0,0,0,0,0
"AREG",0.5,3,4,2,0,0,1,0,6,4.5
"BTC",216,179,164,108,92,96,138,125,208,130
"THAP6",898,369,475,645,1089,1069,154,588,269,255
"C4orf26",1,1,0,0,3,0,0,3,0,0
"G3BP2",5436,5665,5729,5283,5656,7440,4851,5659,5844,3837
"NAAA",3699,2638,2732,2165,1722,2609,3125,2622,1754,1232
"SDAD1",2103,2517,2363,1960,1950,2041,1810,2412,2404,1873
"CXCL9",0,0,0,0,0,0,0,0,0,0
"CXCL11",0,15,9,17,0,0,44,4,24,17
"NUP54",1810,2304,1976,926,1434,1088,1319,2176,1620,2378
"CXCL10",0,68,0,0,0,0,0,0,0,0
"SCARB2",9363,13242,12104,7218,11629,11751,9582,9890,8704,10040
"CCDC158",64,41,106,7,120,267,164,76,51,277
"STBD1",562,514,565,464,253,468,623,369,660,483
"MIR4450",0,0,0,0,0,0,0,0,0,0
"SOWAHB",4,26,10,148,12,22,2,5,62,6
"SEPT11",4183,5069,4877,2647,3669,4543,3377,1456,5488,3408
"CCNG2",438,546,642,508,710,781,475,236,441,564
"MRPL1",1422,1562,1526,1411,1817,1112,1323,1698,752,1712
"ANXA3",103,2585,2590,3334,3969,3167,1114,316,1890,4544
"LINC01094",4,2,3,1,3,0,0,16,0,0
"PAQR3",75,130,164,150,113,55,58,46,91,109
"NAA11",5,2,8,12,6,5,8,7,6,10
"GK2",0,0,0,0,0,0,0,0,0,0
"PCAT4",0,0,0,0,0,0,0,0,0,0
"PRDM8",11,9,2,0,27,6,8,27,2,0
"FGF5",1,0,0,0,1,0,1,2,0,0
"BMP3",1,72,1,0,1,0,0,0,0,41
"RASGEF1B",794,228,195,118,84,10,164,62,164,219
"HNRNPD",4589,3668,3837,3998,4480,5342,5624,3512,5221,3669
"HNRNPDL",9172,13571,10446,10609,12262,9823,11302,8962,11999,13269
"TMEM150C",866,162,497,232,687,476,620,365,582,1242
"LINC00575",0,0,0,0,0,0,0,0,0,0
"MIR575",0,13,0,13,0,0,7,7,0,0
"THAP9",296,65,635,1165,468,211,154,543,333,111
"THAP9-AS1",1190,887,1112,1427,1264,1266,373,680,740,1548
"COPS4",3423,6370,4446,3365,3823,4645,1698,3580,2682,2509
"COQ2",734,503,387,369,632,352,325,306,613,706
"HPSE",27,58,241,42,119,64,40,32,48,23
"FAM175A",59,148,271,153,142,32,144,228,108,37
"HELQ",1118,1153,751,166,1249,1174,873,1734,933,1018
"MRPS18C",1494,1534,1284,1107,1484,1490,922,1760,1531,1689
"AGPAT9",375,625,459,209,35,224,206,114,315,385
"NKX6-1",46,123,322,204,217,140,528,136,112,408
"CDS1",253,653,671,426,519,509,416,221,644,1403
"WDFY3-AS2",49,46,88,60,65,68,111,145,118,82
"MIR4451",0,0,0,0,0,0,8,0,0,0
"LOC101929064",5,5,10,0,5,0,10,0,13,0
"C4orf36",3,7,14,31,17,6,4,9,17,31
"SLC10A6",0,0,15,15,30,0,0,0,0,45
"LOC100506746",127,21,273,97,337,68,141,27,92,122
"KLHL8",920,355,908,322,1238,585,669,487,721,794
"HSD17B13",26,15,3,3,0,1,3,0,0,25
"MIR5705",0,0,0,0,0,0,0,0,0,0
"HSD17B11",922,4463,2125,2056,2448,2444,2467,1231,2184,2603
"SPARCL1",1630,915,1764,962,382,565,161,1228,852,857
"NUDT9",4144,5791,4076,2414,5904,5303,4952,5120,5138,3108
"DMP1",0,0,0,0,0,0,0,0,0,0
"DSPP",0,0,3,3,0,0,0,0,0,0
"IBSP",0,0,0,0,0,0,0,0,0,0
"MEPE",0,0,0,0,0,0,0,0,0,0
"SPP1",548,102191,55482,106968,199849,281712,38972,2128,32759,137519
"PPM1K",3921,975,1698,2590,1715,2872,2992,3465,2066,2459
"HERC6",855,350,540,235,586,310,1059,585,974,907
"PIGY+PYURF",16042,8875,10948,10484,10872,16725,13004,15387,11682,9561
"NAP1L5",220,839,978,608,973,960,445,496,596,241
"FAM13A-AS1",198,8,22,172,174,15,25,6,166,10
"TIGD2",1025,307,307,39,148,519,49,367,431,258
"SNCA-AS1",0,0,0,0,1,0,0,1,0,0
"ATOH1",0,0,0,0,0,0,0,0,0,0
"HPGDS",2528,4701,144,10949,2965,438,1313,5587,3295,6016
"LOC100507012",0,0,0,0,0,0,0,0,0,4
"PDHA2",14,15,22,10,18,20,6,17,10,16
"EIF4E",2656,1931,1828,1993,1447,2560,2080,2900,2243,1729
"METAP1",1991,1538,2259,1311,2569,915,1233,2185,2303,2726
"MIR3684",0,0,0,0,0,0,0,0,0,0
"ADH4",0,1,4,0,0,0,0,0,0,0
"PCNAP1",0,1,1,0,0,1,0,0,1,0
"ADH1B",4,234,129,93,255,163,139,2,86,416
"ADH1A",0,3,3,0,50,20,22,1,1,35
"ADH7",0,0,2,0,0,0,0,0,0,0
"TRMT10A",879,534,362,53,514,267,455,737,563,344
"C4orf17",0,0,0,0,0,0,0,0,0,0
"DAPP1",1,5,66,217,1,1,0,1,1,254
"DNAJB14",1618,2344,1524,1984,1466,1712,1328,1602,2097,3082
"LAMTOR3",6557,7395,5866,5720,6501,6406,2981,7802,3890,6139
"LOC256880",12,0,0,0,4,14,1,167,168,176
"H2AFZ",15208,19688,18273,11576,16680,18432,11018,17456,17034,17132
"DDIT4L",0,0,10,0,0,1,2,0,1,0
"LINC01216",0,0,0,0,0,0,0,0,0,0
"MIR8066",0,0,0,0,0,0,1,0,0,0
"FLJ20021",17,124,41,59,191,47,24,0,79,54
"SLC39A8",499,960,1467,587,846,370,1038,550,877,897
"NFKB1",958,893,669,431,1748,2081,987,2811,308,2905
"UBE2D3",19020,15754,15265,17802,14407,19741,13360,21006,14444,14541
"BDH2",347,1426,1256,1023,1001,963,557,857,860,1292
"SLC9B2",1121,1348,1450,871,995,323,417,1214,1096,1047
"CXXC4",1512,1731,2745,1030,1950,2787,1926,1660,1516,1089
"ARHGEF38-IT1",0,0,0,5,0,0,0,0,1,1
"INTS12",1629,1269,1772,1392,2105,2041,1423,1553,1454,1879
"AIMP1",2522,3689,2612,2002,2848,2303,2857,2683,2793,2686
"GIMD1",0,0,0,0,0,0,0,0,0,0
"PAPSS1",3787,3777,2595,2057,4062,5030,3043,2499,3775,4208
"CYP2U1",202,151,793,430,886,510,287,420,387,374
"LEF1-AS1",46,177,90,45,2,44,5,44,2,6
"RPL34-AS1",36,99,17,4,4,54,7,17,61,60
"RPL34",8143,10158,8029,9459,7781,9892,7900,8312,9240,11609
"ETNPPL",0,0,0,0,0,0,1,0,1,1
"SEC24B-AS1",98,51,26,24,50,58,16,13,11,48
"CASP6",573,1370,1483,1984,1589,1185,997,653,1552,2402
"GAR1",507,756,746,593,261,444,463,365,471,720
"PLA2G12A",1847,2622,2457,1473,1692,1556,1913,1341,2582,1907
"CFI",1155,9780,3241,6061,6547,9715,3025,1227,4571,5200
"LRIT3",1,0,0,1,0,1,0,0,0,25
"C4orf32",154,249,423,194,180,392,204,191,356,200
"AP1AR",2323,2106,1943,2761,3041,3568,2539,3166,2575,2314
"TIFA",823,747,643,567,526,748,414,342,914,606
"NEUROG2",0,0,0,0,0,0,0,0,0,0
"MIR302A",0,3,0,0,0,0,0,6,0,0
"LARP7",4703,3481,3925,3123,3682,4135,2751,3675,2982,3167
"MIR367",0,0,0,2,2,0,0,8,0,0
"MIR302D",0,6,0,1,1,0,0,5,0,0
"MIR302C",0,0,0,0,0,0,0,7,0,0
"MIR302B",0,0,0,0,0,0,0,3,0,0
"MIR1243",0,0,0,0,0,0,0,0,0,0
"MIR8082",0,0,0,0,0,0,0,0,0,0
"ARSJ",782,184,800,209,270,108,117,55,190,1150
"UGT8",612,1892,1315,466,407,590,667,720,953,699
"MIR577",0,0,0,0,0,0,0,0,0,0
"MIR1973",15,10,24,18,26,23,6,14,11,13
"TRAM1L1",330,1222,1108,670,434,953,550,923,260,1071
"PRSS12",374,257,346,73,3,17,72,17,92,214
"SNORA24",14,14,34,7,20,3,15,40,14,43
"SNHG8",3643,4043,3041,2401,3597,2611,2985,3604,3334,3092
"CEP170P1",0,0,0,0,0,0,0,0,0,0
"METTL14",2099,1723,2474,1877,2548,1940,1294,2225,1651,2084
"FABP2",0,0,0,0,0,0,0,1,0,0
"C4orf3",15211,11624,13355,9427,13333,11978,8907,12068,12549,13841
"LOC645513",101,303,214,191,199,217,201,191,167,199
"LINC01061",2,8,39,45,4,34,12,0,7,6
